Loss,State,Policy,Hamming_distance
0.057936281127702216,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.02266767603496156,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",4
0.012517425529664505,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",5
0.02125155976523274,0.10000000149011612,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.08387454590274142,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.012695679891477574,0.10000000149011612,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",5
0.019563657667315937,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.015608779243455828,0.10000000149011612,"[0, 0, 1, 0, 1, 1, 1, 1, 1, 1]",2
0.023375941877361583,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.03420242759643877,0.10000000149011612,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",4
0.022992967361046945,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.02612796199872136,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.042972683221846,0.20000000298023224,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.007967130519652255,0.30000001192092896,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.034466334780915986,0.4000000059604645,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",3
0.028497158522027277,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.01837921201473769,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",5
0.02135313732457078,0.10000000149011612,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.026315535135420953,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.024350575783485873,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.04018931914357726,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.03651245322170832,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.028732303055221564,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.03712830393781642,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.048408312478215976,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.02232654769399467,0.0,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",4
0.032942786417535785,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.02910172101501196,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.017183688068403424,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.02679645318535595,0.10000000149011612,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.016297561953398265,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.018361982343094496,0.10000000149011612,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.03488479649813314,0.20000000298023224,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.02265420061922896,0.0,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.047572867890149695,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",6
0.027158239764623282,0.20000000298023224,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.010924886851142901,0.30000001192092896,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.04235730583819297,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.06097268900955832,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.019754147559297053,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.014760898770234121,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.02379270609174361,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.014671710994289322,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.026155072088510423,0.10000000149011612,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",2
0.029425174800429943,0.20000000298023224,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1
0.026372952475234357,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.01211909983578252,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.01616093443354316,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.016542221178229122,0.10000000149011612,"[1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",6
0.023541873995100104,0.20000000298023224,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",6
0.021290778051975323,0.30000001192092896,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.01571537760294467,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.016555496556925675,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.016568687251556524,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.02803123508452915,0.0,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",2
0.03105978508923357,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.009616699385325278,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.04404492313897568,0.20000000298023224,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",5
0.011552417556314865,0.30000001192092896,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",5
0.02978083222957495,0.20000000298023224,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",4
0.02579437672781637,0.30000001192092896,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.00994191391756273,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.04380748438434824,0.20000000298023224,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1
0.032187986131402724,0.30000001192092896,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",5
0.008357701270774509,0.4000000059604645,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.01698321977443351,0.5,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.007414054822371341,0.20000000298023224,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",4
0.06019350556039016,0.0,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",7
0.013910013238811025,0.10000000149011612,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
0.025272936793884093,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.021619674931578237,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.01207372176885535,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.017083087082613524,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.006175289398175465,0.10000000149011612,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.022923580468053262,0.20000000298023224,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",4
0.0627559972921361,0.30000001192092896,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",8
0.015181634894487761,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",5
0.01434485736848884,0.0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",3
0.010827676276822018,0.10000000149011612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.026896497483335224,0.20000000298023224,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.01189605570752228,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.03587737553328729,0.10000000149011612,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.010641557585174155,0.20000000298023224,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.011089052784512887,0.30000001192092896,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.016185114807772294,0.0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",6
0.009864988933005137,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.024248370607075298,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",4
0.008898262457505357,0.0,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",3
0.016400295924327513,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
0.01822876075485169,0.10000000149011612,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2
0.018039572112488855,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
0.01590945195346022,0.0,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",1
0.017522920944891496,0.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",3
